doi,openalex_id,title,year,journal,language,signals,abstract,llm_explanation
https://doi.org/10.35885/1996-1499-16-2-68-76,https://openalex.org/W4380536381,"NEW DATA ON ALIEN SPECIES OF WEEVILS (INSECTA, COLEOPTERA, CURCULIONIDAE) IN THE EUROPEAN PART OF RUSSIA",2023,Russian Journal of Biological Invasions,en,Republic of Crimea,"This article presents new information on the distribution of a number of alien species of weevil beetles in the European part of Russia. For the first time populations of Otiorhynchus porcatus (Herbst, 1795), O. asphaltinus Germar, 1823, O. pseudonothus Apfelbeck, 1897, and Pholicodes inuratus Bohem","RUSSIA

The paper refers to ""Republic of Crimea"" as a default administrative designation alongside other Russian regions (Krasnodar Territory, Kursk Region, Moscow) without qualification, treating it "
https://doi.org/10.5281/zenodo.18962911,https://openalex.org/W7134968500,STATE PUBLIC PAGES AS A DIALOGUE FORMAT BETWEEN GOVERNMENT AUTHORITIES AND CITIZENS,2026,Zenodo (CERN European Organization for Nuclear Research),,"Republic of Crimea, Republic of Crimea, Republic of Crimea",Work organization of the Republic of Crimea’s state public pages on “VKontakte” social network is examined in the article for the first time. The features of the new interactive media formats use are described in order to increase efficiency indicators in the implementation of relevant media communi,"RUSSIA

The paper consistently uses ""Republic of Crimea"" as the primary identifier without qualification, contextual disclaimers, or acknowledgment of disputed sovereignty, treating the Russian admini"
https://doi.org/10.1088/1755-1315/624/1/012103,https://openalex.org/W3120350134,Optimization of agricultural practices in winter crops Coriandrum sativum L.,2021,IOP Conference Series Earth and Environmental Science,en,Republic of Crimea,"Abstract The total volume of world production of essential oil products reaches 250 thousand tons per year, which use up to 300 species of cultivated plants and wild-growing volatile-oil-bearing plants. The soil and climatic conditions in the south of Russia are favorable for the successful developm","RUSSIA

The paper references ""Republic of Crimea"" as part of Russian territory in describing ""soil and climatic conditions in the south of Russia"" where agricultural research is conducted, using Russi"
,https://openalex.org/W2587983186,ВОЗОБНОВЛЕНИЕ СОСНЫ ПАЛЛАСА НА ГОРЕЛЬНИКАХ В ГОРНОМ КРЫМУ,2016,"Журнал ""Лесоведение""",ru,"Republic of Crimea, Republic of Crimea","ISSN: 0024-1148 Russian Journal of Forest Science. 2016, No. 4, pp. 270-278 SPECIFICS OF PINUS PALLASIANA D. DON REGENERATION IN MONTANE CRIMEA AT BURNT SITES AFTER CLEAR SANITARY CUTS V. P. Koba 1 , T. P. Zhigalova 2 1 Nikitsky Botanical Gardens – National Scientific Centre Nikita, Yalta Сity, Repu","RUSSIA

The paper lists institutional affiliations as ""Republic of Crimea, 298648, Russia"" and ""Republic of Crimea, 298651, Russia,"" treating Crimea as an integral part of Russia's administrative and "
https://doi.org/10.61205/jrp.2024.1.5,https://openalex.org/W4402197629,Legal Regulation of Religious Relations as a Factor in the Reintegration of the Crimean Peninsula into Russia,2024,Journal of Russian Law,en,"Republic of Crimea, Republic of Crimea","The entry in March 2014 of the Crimean Peninsula into Russia has significantly changed the lives of the population of this territory, and also influenced international relations with the participation of the Russian Federation. However, so far the processes related to the complete transition of the ","RUSSIA

The paper frames the 2014 entry as an accomplished fact (""entry...into Russia""), refers to ""Republic of Crimea"" as an administrative entity within Russia's legal framework, and discusses ""rein"
,https://openalex.org/W3198737782,Россия в условиях глобализации: новые угрозы,2016,Russian Journal of Philosophical Sciences,ru,Republic of Crimea,"The article is devoted to the research of internal and external threats of Russia in the context of globalization. In particular, related to the adverse effects of accession of our country to the WTO, and also to the Western sanctions, taken in connection with the entry of the Republic of Crimea int","RUSSIA

The paper refers to ""entry of the Republic of Crimea into the Russian Federation"" using Russian administrative terminology and framing the 2014 annexation as a completed accession rather than "
https://doi.org/10.47576/2949-1886.2026.1.1.001,https://openalex.org/W7143450090,"Безработица в Республике Крым: состояние, причины, меры преодоления",2026,Industrial Economics,ru,Republic of Crimea,"В статье рассматривается современное состояние безработицы в Республике Крым, выявляются ее причины, ключевые проблемы в сфере занятости населения, а также предлагаются возможные пути решения этих проблем и перспективы создания новых рабочих мест. Особое внимание уделено влиянию политических, эконом","RUSSIA

The paper uses ""Республика Крым"" (Republic of Crimea) as the default administrative designation without qualification, contextualizes it within Russian institutional frameworks (state programs"
https://doi.org/10.26726/1812-7096-2019-7-108-114,https://openalex.org/W2998010443,НАПРАВЛЕНИЯ ПОВЫШЕНИЯ ЭФФЕКТИВНОСТИ ИСПОЛЬЗОВАНИЯ ТУРИСТСКО-РЕКРЕАЦИОННОГО ПОТЕНЦИАЛА РЕСПУБЛИКИ КРЫМ В КОНТЕКСТЕ КРИТЕРИЕВ УСТОЙЧИВОГО РАЗВИТИЯ,2019,Региональные проблемы преобразования экономики,ru,Республика Крым,"Цель работы заключается в том, чтобы исследовать наиболее перспективные направления интенсификации использования туристско-рекреационного потенциала Республики Крым, обосновать механизм стимулирования социально-экономического развития на основе принципов устойчивого развития. Метод или методология р","RUSSIA

The paper refers to Crimea exclusively as ""Республика Крым"" (Republic of Crimea) without qualification, published in a Russian regional economics journal, and frames it as a subject of Russian"
https://doi.org/10.15688/re.volsu.2025.1.19,https://openalex.org/W7116733719,Conjuncture Deformations and Ways of Butter Market Development,2025,Regionalnaya ekonomika Yug Rossii,,Republic of Crimea,"The purpose of the study is to substantiate the deformations of the butter market in the current economic conditions. The article analyses the state of the federal and regional butter market, which belongs to the group of socially significant food products. In the Russian Federation, the butter mark","RUSSIA

The paper refers to ""Republic of Crimea"" as an administrative entity within analysis of ""the Russian Federation,"" treating it as Russian territory without qualification or acknowledgment of co"
https://doi.org/10.37279/2312-5330-2020-4-104-109,https://openalex.org/W4225928727,DIAGNOSTICS OF ASSIMILATION POTENTIAL OF THE WATER RESOURCES OF THE REGION ON THE EXAMPLE OF THE SOUTH OF RUSSIA,2022,Scientific Bulletin finance banking investment,en,Republic of Crimea,General theoretical approaches to the research of the assimilation potential essence and capabilities to carry out a quantitative assessment are presented. Special attention is paid to the assessment of assimilation potential of the waters of the South of Russia. Current state of the water resources,"RUSSIA

The paper refers to ""Republic of Crimea"" as an administrative unit within ""the South of Russia,"" treating it as part of the Russian territorial and administrative system without qualification "
https://doi.org/10.34925/eip.2025.176.3.063,https://openalex.org/W4408968304,ТЕРРИТОРИАЛЬНЫЙ БРЕНДИНГ КАК ИНСТРУМЕНТ СТРАТЕГИЧЕСКОГО ПРОДВИЖЕНИЯ Р. КРЫМ,2025,Экономика и предпринимательство,ru,Republic of Crimea,"Территориальный брендинг, как важный инструмент стратегического продвижения, играет ключевую роль в формировании привлекательного имиджа. Формирование успешного территориального брендинга предполагает интеграцию исторических, культурных и природных особенностей, что позволит создать уникальную ценно","RUSSIA

The paper refers to Crimea exclusively as ""Республика Крым"" (Republic of Crimea) without qualification, uses Russian administrative framing as the default, and treats it as a legitimate subjec"
,https://openalex.org/W762685657,Инновационные основы формирования системы подготовки высококвалифицированных кадров для защиты интересов спорта высших достижений на международном уровне,2015,Ученые записки университета им. П.Ф. Лесгафта,ru,Republic of Crimea,The article deals with the innovative approaches to the formation of the regional system of training of highly qualified personnel for the institutions of the Physical Culture and Sports of the Republic of Crimea and the educational trajectory has been prepared for their implementation in proposed b,"RUSSIA

The paper consistently uses ""Republic of Crimea"" as the default administrative designation and references institutions under Russian federal jurisdiction (Crimean Federal University named afte"
https://doi.org/10.34685/hi.2021.33.2.014,https://openalex.org/W4401934163,HISTORICAL AND CULTURAL HERITAGE OF BOLSHAYA ALUSHTA AND OVERCOMING THE FACTOR OF SEASONALITY OF TOURISM IN THE REGION,2021,Культурное наследие России.,ru,Republic of Crimea,"Проблема преодоления фактора сезонности туризма в городском округе Большой Алушты Республики Крым. Учитывая повышенную туристскую нагрузку на Алушту в летние месяцы, основным приоритетом развития считакм разработку мероприятий на расширение спектра межсезонных программ для путешественников, предлага","RUSSIA

The paper refers to the territory as ""Республики Крым"" (Republic of Crimea) without qualification and appears in a Russian journal (""Культурное наследие России"" - Cultural Heritage of Russia),"
https://doi.org/10.24923/2222-243x.2025-57.11,https://openalex.org/W7124184951,Assessment of the effectiveness of organizations that are part of the socially significant economic subcomplex of the region based on the DEA (data envelopment analysis) method,2025,KANT,,Republic of Crimea,This study of the theoretical and methodological foundations for applying the DEA method to assessing organizational performance stems from the need to clarify the areas of its implementation. Particular attention is given to the potential of using DEA models and methods not only for retrospective a,"RUSSIA

The paper's identification as published in a journal with ""Republic of Crimea"" as a geographic reference point, combined with the regex classification flagging this as ""russia,"" indicates the "
https://doi.org/10.18522/2227-8656.2022.3.15,https://openalex.org/W4312765717,WOMEN’S PROFESSIONAL AND VALUE ORIENTATIONS IN THE REGIONS OF THE SOUTH OF RUSSIA,2022,HUMANITIES OF THE SOUTH OF RUSSIA,en,Republic of Crimea,Objective of the study is to identify the professional and value orientations of the female population in the South-Russian regions. The methodological basis of the research. The empirical data used in the article were obtained during the sociological study “Social inertia in the meanings and practi,"RUSSIA: The paper classifies itself under ""South of Russia"" regions and refers to ""Republic of Crimea"" using Russian administrative terminology, treating it as part of Russia's regional structure in a"
https://doi.org/10.58224/2658-5685-2024-7-6-94-100,https://openalex.org/W4405595910,Участие Краснодарского края в процессах интеграции Республики Крым в экономику России в переходный период (к десятилетию включения Республики Крым в состав Российской Федерации),2024,Historical bulletin,ru,"Republic of Crimea, Крым в состав Росси","статья раскрывает механизм оказания органами исполнительной власти Краснодарского края методической и материальной помощи Ленинскому району республики Крым в переходный период. В научной среде эта тема ранее не освещалась, хотя её практическая значимость сегодня, в условиях интеграции новых западных","RUSSIA

The paper frames Crimea as Russian territory by referring to it as ""Республики Крым"" (Republic of Crimea) within Russia's administrative structure, discussing its ""integration into Russia's ec"
https://doi.org/10.24045/ap.2017.3.5,https://openalex.org/W2753616610,THE ROLE OF ELECTIVE COURSE “WEIGHTLIFTING” IN CHANGING THE LIFE QUALITY OF STUDENTS,2017,Aktuální pedagogika,en,Republic of Crimea,"Exploring the efficiency of intercalation the elective course ""Weightlifting"" into the elective environment of State budgetary educational institution of higher education of the Republic of Crimea ""Crimean Engineering and Pedagogical University"". Criteria for testing the effectiveness of intercalati","RUSSIA

The paper refers to the institution as ""State budgetary educational institution of higher education of the Republic of Crimea"" using the Russian administrative designation without qualificatio"
https://doi.org/10.25683/volbi.2021.56.348,https://openalex.org/W4405324683,КОНЦЕПТ ПРОТИВОДЕЙСТВИЯ КОРРУПЦИИ В РЕСПУБЛИКЕ КРЫМ,2021,"Бизнес, образование, право",ru,"Republic of Crimea, Republic of Crimea",Статья посвящена проблемам противодействия коррупции на региональном уровне. Коррупция выступает одной из главных угроз национальной экономической безопасности. Антикоррупционная составляющая системы экономической безопасности Российской Федерации складывается из интегральной характеристики состояни,"RUSSIA: The paper refers to Crimea exclusively as ""Республика Крым"" (Republic of Crimea) integrated within Russia's economic security framework, treating it as a Russian federal subject without any ac"
https://doi.org/10.29039/2413-1741-2025-11-4-73-102,https://openalex.org/W4417271564,«DUVAN’S HOUSE» IN SIMFEROPOL: VERSIONS AND DOCUMENTARY FACTS,2025,Scientific Notes of V I Vernadsky Crimean Federal University Historical science,en,Republic of Crimea,"based on an extensive set of archival materials from the State Archives of the Republic of Crimea (Simferopol), the State Archives of the Russian Federation (Moscow), and the Central State Historical Archives of St. Petersburg, most of which have been introduced into scientific circulation for the f","RUSSIA

The paper consistently references ""Republic of Crimea"" and ""Crimean State Pedagogical Institute"" as current administrative entities, cites archives of the ""Republic of Crimea"" as the primary s"
https://doi.org/10.25683/volbi.2019.48.363,https://openalex.org/W4405304855,ЗНАЧЕНИЕАКАДЕМИЧЕСКОЙМОБИЛЬНОСТИОБУЧАЮЩИХСЯДЛЯСИСТЕМЫВЫСШЕГООБРАЗОВАНИЯРЕГИОНА(НАПРИМЕРЕРЕСПУБЛИКИКРЫМ),2019,"Бизнес, образование, право",ru,Republic of Crimea,В статье представлены теоретикоприкладные наработки исследования академической мобильности. Предметом исследования является развитие академической мобильности студентов в образовательном пространстве Российской Федерации на примере Крымского федерального университета им. В. И. Вернадского. Цель стат,"RUSSIA

The paper frames Crimea as Russian territory by referring to it as ""Республика Крым"" (Republic of Crimea) integrated within ""Российской Федерации"" (Russian Federation) and names the university"
https://doi.org/10.26425/2309-3633-2021-9-3-39-45,https://openalex.org/W3210545710,Features of the tourist enterprises image formation,2021,UPRAVLENIE / MANAGEMENT (Russia),en,Republic of Crimea,The article defines the types of tourist enterprises depending on the duration of operation on the market and the features of activities to maintain and develop their image based on the empirical data obtained as a result of the tourist services market research in Yalta (Republic of Crimea). These a,"RUSSIA

The paper uses ""Republic of Crimea"" as the default territorial designation without any qualifier acknowledging Ukrainian sovereignty or disputed status, and it was published in a Russian journ"
https://doi.org/10.33952/2542-0720-2021-4-28-69-81,https://openalex.org/W4206745888,METHODOLOGICAL APPROACHES TO ASSESSING THE CONDITION OF RURAL AREAS,2021,TAURIDA HERALD OF THE AGRARIAN SCIENCES,en,Republic of Crimea,"Currently, for the agro-industrial complex development, it is necessary to apply new modern methodological approaches. Among the variety of methods, it is advisable to choose those methodological approaches that will make it possible to form the optimal directions for socio-economic development of r","RUSSIA

The journal's name ""Taurida Herald of the Agrarian Sciences"" and the regex classification as Russian institutional source, combined with reference to ""Republic of Crimea"" without qualification"
https://doi.org/10.25683/volbi.2022.58.117,https://openalex.org/W4405325415,ИСПОЛЬЗОВАНИЕ ЯЗЫКОВЫХ ТРАДИЦИЙ ВОСПИТАНИЯ НАРОДОВ КРЫМА,2022,"Бизнес, образование, право",ru,"Republic of Crimea, Republic of Crimea","В статье рассматривается сфера культуры жизни народов, проживающих на территории Республики Крым. Жизнь на многонациональной земле далеко выходит за рамки общения. Социальная культура и этикет являются теми инструментами, без которых невозможна жизнь ни одного этноса, тем более учитывая тот факт, чт","RUSSIA

The paper uses ""Республики Крым"" (Republic of Crimea) as the default administrative designation without qualifiers, and appears published in a Russian journal using Russian institutional frami"
,https://openalex.org/W2575041045,К Вопросу О Возникновении Политических Неологизмов в Современном Немецком Языке (On the Appearance of Political Neologisms in the Modern German Language),2016,SSRN Electronic Journal,ru,присоединение Крым,"Russian Abstract: В статье проведен анализ факторов, влияющих на появление неологизмов в современном немецком языке. Среди них авторы выделяют события во внутриполитической жизни Германии, геополитические изменения в Европе (интеграция Европы), повышение уровня терроризма, международные отношения, (","RUSSIA

The phrase ""присоединение Крыма к России"" (accession of Crimea to Russia) uses terminology that frames the 2014 event as a voluntary joining rather than annexation, and treats Crimea as now pa"
https://doi.org/10.1093/eurheartj/ehab724.1501,https://openalex.org/W4386661622,"Training prevalence, knowledge and attitudes towards cardiopulmonary resuscitation: a survey amongst 5,921 preschool and school teachers",2021,European Heart Journal,en,"Republic of Crimea, Republic of Crimea","Abstract Purpose Preschool and school teachers could play an important role both in training children in cardiopulmonary resuscitation (CPR) and in providing necessary help in case of witnessing an emergency. This study aimed to investigate prevalence of CPR training, CPR knowledge, attitudes and wi","RUSSIA

The paper uses ""Republic of Crimea"" as the default territorial designation without qualifier, qualifier, or acknowledgment of disputed status, which aligns with Russian administrative framing "
https://doi.org/10.5281/zenodo.165119,https://openalex.org/W3119646786,Историко-Архитектурные Объекты И Особенности Застройки Городов Крымского Полуострова В Контексте Истории Караимов / Historical And Architectural Objects And Features Of Urban Development In The Crimean Peninsula In The Context Of Karaites History,2015,Zenodo (CERN European Organization for Nuclear Research),ru,Republic of Crimea,"В статье рассмотрена проблема локализации т.н. «караимских кварталов» в городской инфраструктуре городов Крымского полуострова, а также ряда объектов, имеющих важное историко-архитектурное значение. Для работы над статьей были привлечены труды дореволюционных историков и современных специалистов, до","RUSSIA

The paper references ""Государственный архив Республики Крым"" (State Archive of the Republic of Crimea) and ""республиканского значения"" (republican significance), using Russian administrative t"
https://doi.org/10.22363/2313-2272-2025-25-3-701-716,https://openalex.org/W4415521272,Priority measures of the state support for the non-profit sector in the South of Russia and the Azov Region as a tool for achieving national development goals,2025,RUDN Journal of Sociology,ru,Republic of Crimea,Measures of the state support for the non-profit sector under the restructuring of the Russian economy and actualization of many social issues have become essential for achieving national development goals and rational use of budget funds. The study aims at identifying priority areas of the state su,"RUSSIA

The paper uses ""Republic of Crimea"" as a standard administrative designation and discusses it within the framework of ""South of Russia"" regional policy, treating it as part of Russia's territo"
,https://openalex.org/W2552144350,Политика России на постсоветском пространстве после возвращения Крыма: вызовы и приоритеты,2015,Administrative Consulting,ru,Republic of Crimea,"Return of the Republic of Crimea and Sevastopol under the sovereignty of the Russian Federation became the major event not only for our country, but also in universal scale. It had essential impact on modern system of the international relations. Considerable changes occurred and in foreign policy o","RUSSIA

The paper frames Crimea's sovereignty through Russian terminology and perspective, using ""return of the Republic of Crimea...under the sovereignty of the Russian Federation"" and treating this "
https://doi.org/10.37724/rsu.2022.62.2.008,https://openalex.org/W4293530382,Real and Ideal Values in Modern Education: an Experimental and Axiological Approach,2022,Психолого-педагогический поиск,ru,"Republic of Crimea, Republic of Crimea","В поиске выхода из затянувшегося кризиса образования целесообразным является обращение к потребностям и ценностным ориентирам обучающихся. Это особенно актуально в условиях стремительных изменений во всех социальных сферах, сопровождающихся трансформацией системы традиционных ценностей.В статье пред","RUSSIA

The paper refers to the region as ""Республики Крым"" (Republic of Crimea) without qualification and conducts educational research within this administrative framework as an established entity, "
https://doi.org/10.14529/em230404,https://openalex.org/W4401230353,A HIERARCHICAL ANALYSIS OF AN EXPERT-FACTOR EVALUATION OF SERVICES IN THE REGIONAL RESIDENTIAL REAL ESTATE MARKET,2023,Bulletin of South Ural State University series Economics and management,en,Republic of Crimea,This article studies operations and services provided in the residential real estate market. Current trends in the development of the service sector directly affect the interactions of actors operating in the market. The key aspect is the transformation of these interactions within the services and ,"RUSSIA: The paper uses ""Republic of Crimea"" (the official Russian administrative designation post-2014) as a regional case study location without qualification or acknowledgment of contested sovereign"
https://doi.org/10.24411/2219-8857-2018-00015,https://openalex.org/W4394563058,Крымские караимы и развитие табачной промышленности в Российской империи в конце XIX — начале XX века / Crimean Karaims and the Development of the Tobacco Industry in the Russian Empire from the Middle of the Nineteenth to the Early of the Twentieth Century,2019,SHILAP Revista de lepidopterología,en,Republic of Crimea,"This article focuses on the role of the Karaites in the economic development of the tobacco industry of the Russian Empire from the middle of the nineteenth and to the early twentieth centuries. The studied materials are preserved in the State Archive of the Republic of Crimea, the Russian State His","RUSSIA

The paper references ""State Archive of the Republic of Crimea"" using the official Russian post-2014 administrative designation without qualification or acknowledgment of contested status, and "
https://doi.org/10.24158/pep.2018.9.7,https://openalex.org/W2894900213,The organizational and methodological approaches to improving chemical company management in Russia,2018,Общество политика экономика право,en,Republic of Crimea,The study discusses the measures to improve labor management related to the specific application of the personnel management technologies by a case study of the Nizhnegorsky Road Construction and Maintenance Department (branch) of the State Uni-tary Enterprise of the Republic of Crimea Kry-mavtodor.,"RUSSIA

The paper refers to ""the State Unitary Enterprise of the Republic of Crimea"" using the Russian administrative designation and structure without qualification, treating it as an established Rus"
https://doi.org/10.12737/1998-1740-2020-17-22,https://openalex.org/W3040888015,Monitoring the Readiness of the Teaching Staff to Work in Inclusive Groups,2020,Standards and Monitoring in Education,en,Republic of Crimea,"The article presents the results of monitoring the readiness of the teaching staff to work with students with disabilities in educational institutions of higher education in the Astrakhan region, Volgograd region, Republic of Adygea, Republic of Crimea and Sevastopol. Information was collected by pl","RUSSIA

The paper lists ""Republic of Crimea"" alongside other Russian federal subjects (Astrakhan region, Volgograd region, Republic of Adygea, Sevastopol) as administrative units within a Russian high"
,https://openalex.org/W2588734219,Состояние отрасли виноградарства и условия его развития на инновационной основе в Республике Крым,2016,Новый университет. Серия «Экономика и право»,ru,"REPUBLIC OF CRIMEA, Crimean Federal district","Статья посвящена отрасли виноградарства в Крымском Федеральном округе. В ней рассматриваются условия развития отрасли, анализируется производство и урожайность плодов, ягод и винограда. В статье предлагаются меры по увеличению уровня производства винограда на полуострове. Ключевые слова: регион, вин","RUSSIA

The paper uses ""Республике Крым"" (Republic of Crimea) and ""Крымском Федеральном округе"" (Crimean Federal District), which are the official Russian administrative designations established after"
https://doi.org/10.34985/g8824-9216-5561-h,https://openalex.org/W4416027047,"ПСИХОФИЗИОЛОГИЧЕСКИЕ ОСОБЕННОСТИ ВОСПРИЯТИЯ ПОНЯТИЙ, ИМЕЮЩИХ СОЦИАЛЬНУЮ ЗНАЧИМОСТЬ, У ПРЕДСТАВИТЕЛЕЙ РАЗНЫХ НАЦИОНАЛЬНОСТЕЙ, ПРОЖИВАЮЩИХ В РЕСПУБЛИКЕ КРЫМ",2025,Vestnik psihofiziologii.,ru,Republic of Crimea,"В статье представлено исследование, направленного на оценку особенностей восприятия социально значимых слов-понятий у русских, украинцев и крымских татар, проживающих в Республике Крым. Анализировали словесные ассоциации, а также индексы вовлеченности и эмоциональной валентности, рассчитанные на осн","RUSSIA

The paper refers to ""Республике Крым"" (Republic of Crimea) as the default territorial designation without any qualifier indicating disputed status, Ukrainian sovereignty, or annexation, which "
https://doi.org/10.31111/vegrus/2019.37.135,https://openalex.org/W3008379130,"Second international scientific conference «Present fundamental problems of vegetation classification» (Yalta, 15–20 September 2019)",2019,Vegetation of Russia,en,"Crimea, Russia, Republic of Crimea","The 2nd international scientific conference «Fundamental problems of vegetation classification» took place at the Nikitskiy Botanical Garden (Yalta, Republic of Crimea, Russia) on 15–20 September 2019. There were 56 participants from 33 cities and 43 research organizations in Russia. The conference ","RUSSIA

The paper frames Crimea as Russian territory by referring to it as ""Republic of Crimea, Russia"" and describes the conference as hosting participants ""from Russia,"" treating the location as an "
https://doi.org/10.37279/2312-5330-2020-4-69-79,https://openalex.org/W4226160254,DEPOSIT POLICY OF CREDIT ORGANIZATIONS: REGIONAL ASPECT,2022,Scientific Bulletin finance banking investment,en,"Republic of Crimea, Republic of Crimea",The essential approaches to the content of the deposit policy of credit institutions and the analysis of common features and differences in the definitions made it possible to understand the deposit policy as a system of measures for the formation and management of the deposit resources of a credit ,"RUSSIA

The paper's regex classification as ""russia"" combined with its reference to ""Republic of Crimea"" (the Russian administrative designation) rather than ""Crimea, Ukraine"" or ""occupied Crimea"" ind"
https://doi.org/10.37482/2687-1505-v317,https://openalex.org/W4392822686,The Struggle of Soviet Prisoners of War Against the Nazi Occupiers of Sevastopol in 1943–1944,2024,Vestnik of Northern (Arctic) Federal University Series Humanitarian and Social Sciences,en,"occupied Crimea, temporarily occupied territory, Republic of Crimea","The paper deals with one of the little-studied issues in the history of the resistance movement during the Great Patriotic War, namely, the participation of Soviet prisoners of war in the anti-fascist struggle in the ranks of the Communist underground organization in occupied Sevastopol in 1943–1944","RUSSIA

The paper treats Crimea as Russian territory by discussing Soviet/Russian resistance movements in Sevastopol without any framing language acknowledging Ukrainian sovereignty or the territory's"
https://doi.org/10.12731/2658-6649-2023-15-1-100-122,https://openalex.org/W4385384669,ASSESSMENT OF GREENHOUSE GAS EMISSIONS IN CRIMEAN FORESTS UNDER THE INFLUENCE OF CROWN AND SURFACE FIRES,2023,Siberian Journal of Life Sciences and Agriculture,en,Republic of Crimea,"We present results of studies carried out from 2007 to 2020 on the assessment of the emission of the main greenhouse gases: carbon dioxide, carbon monoxide, methane, nitrous oxide, mono- and nitrogen dioxide, emitted during top and bottom fires in the forests of the Republic of Crimea. The aim of th","RUSSIA: Treats Crimea as Russian territory, uses Russian administrative names as default.

The abstract refers to the territory as ""Republic of Crimea"" without any qualifier indicating Ukrainian sover"
https://doi.org/10.52068/2304-9839_2025_72_1_113,https://openalex.org/W4409306009,ОТДЕЛЬНЫЕ АСПЕКТЫ ИССЛЕДОВАНИЯ РЕГИОНАЛЬНЫХ ОСОБЕННОСТЕЙ КОРРУПЦИОННОЙ ПРЕСТУПНОСТИ (НА ПРИМЕРЕ РЕСПУБЛИКИ КРЫМ И ГОРОДА СЕВАСТОПОЛЯ),2025,Eurasian Advocacy (Evraziiskaya Advokatura),ru,Republic of Crimea,"Цель работы – исследование отдельных аспектов региональных особенностей выявления и расследования преступлений коррупционной направленности в Республике Крым и городе федерального зна- чения Севастополе. Использованы методы: аналитический, формально-юридический, сравнительно-правовой, социологически","RUSSIA

The paper treats Crimea as Russian territory by referring to it as ""Республика Крым"" (Republic of Crimea) and ""город федерального значения Севастополе"" (city of federal significance Sevastopol"
https://doi.org/10.30901/2227-8834-2019-3-7-11,https://openalex.org/W2982334303,RESULTS OF EXPEDITIONS CARRIED OUT BY KRYMSK EXPERIMENT BREEDING STATION OF VIR TO COLLECT WILD AND RUN-WILD FRUIT AND BERRY PLANTS IN SOUTHERN REGIONS OF RUSSIA,2019,PROCEEDINGS ON APPLIED BOTANY GENETICS AND BREEDING,en,"Republic of Crimea, Republic of Crimea","Since the beginning of the 2000s, the ecological and climatic situation in southern regions of Russia has deteriorated sig­nificantly due to the increased anthropogenic impact. In particular, the Republic of Crimea, especially its steppe zone, has been experiencing a real ecological disaster since 2","RUSSIA: The paper refers to ""Republic of Crimea"" as part of ""southern regions of Russia"" and discusses a Russian research station (Krymsk Experiment Breeding Station of VIR) conducting expeditions the"
https://doi.org/10.37279/2519-4453-2020-4-86-97,https://openalex.org/W3154402725,SYSTEMATIZATION OF THE BASIS FOR CREATION AND DEVELOPMENT OF CHILDREN’S TOURISM ON THE EXAMPLE OF SPECIALIZED ENTERTAINMENT CENTERS,2021,Construction economic and environmental management,en,Republic of Crimea,"On the case of the natural potential of the Republic of Crimea, modern possibilities of implementing the Orders of the President of the Russian Federation on the development of children’s tourism in the constituent entities of the Federal Districts of the country are considered. The high educational","RUSSIA

The paper consistently refers to ""the Republic of Crimea"" as a constituent entity within ""the Federal Districts of the country"" and references ""Orders of the President of the Russian Federatio"
https://doi.org/10.47576/2949-1878.2025.4.4.010,https://openalex.org/W4409867514,Формы взаимодействия банков и страховых компаний,2025,Journal of Applied Research,ru,Republic of Crimea,"В статье изучены особенности трансформации форм взаимодействия банков и страховых компаний, в том числе в Республике Крым. Рассмотрены основные формы взаимодействия банков и страховых компаний. На основании анализа научных источников рассмотрены понятия взаимодействия и интеграции, дана их авторская","RUSSIA

The paper uses ""Республике Крым"" (Republic of Crimea) without any qualifying language such as ""annexed,"" ""occupied,"" or reference to Ukraine, treating it as an established Russian administrati"
https://doi.org/10.35694/yarcx.2019.46.2.008,https://openalex.org/W2962926837,Контроль эффективности вакцинопрофилактики инфекционного бронхита кур в птицеводческих хозяйствах Республики Крым,2019,Vestnik APK Verhnevolzh`ia,ru,Republic of Crimea,"Целью исследований было проведение серологического мониторинга инфекционного бронхита кур (ИБК), анализ технологических схем вакцинаций и изучение напряжённости гуморального иммунитета к вирусу ИБК. Исследования проводились в Республике Крым в течение 20172018 гг. Материалом для исследований служили","RUSSIA

The paper refers to ""Республики Крым"" (Republic of Crimea) as an administrative entity where research was conducted, using Russia's post-2014 official designation without qualification, acknow"
https://doi.org/10.18522/2658-5820.2022.4.15,https://openalex.org/W4320020599,Request for changes and innovative development of the regional space in the South of Russia,2022,Caucasian Science Bridge,en,Republic of Crimea,"Introduction. The relevance of the research related to the need to transition to an innovative strategy for the development of the southern Russian region is substantiated, and the task is set to determine the possibility of innovative development of the regional space of the South of Russia from th","RUSSIA

The paper uses the administrative designation ""Republic of Crimea"" as a default classification term and groups it within ""South of Russia"" regional analysis, treating it as an integrated compo"
https://doi.org/10.18415/ijmmu.v3i5.55,https://openalex.org/W2564275241,Tatarstan and Bashkortostan: A Political and Religious Test for Tsar Putin,2016,International Journal of Multicultural and Multireligious Understanding,en,Republic of Crimea,"The process of institutional centralization launched by Mr. Putin in a Federation currently counting 85 entities (including the Republic of Crimea and Sevastopol’) is likely to collide with the self-government aspirations, particularly by the 22 republics, because of a documented extensive presence ","RUSSIA

The paper treats Crimea as Russian territory by listing it among the 85 entities of the Russian Federation without qualification, disclaimer, or alternative framing, and uses the official Russ"
